species,length,weight,w_l_ratio,length_binned,Cluster
0,0.06327272727272723,0.285377358490566,0.5714285714285714,0-20,3
0,0.025818181818181823,0.28773584905660377,0.6785714285714286,0-20,3
0,0.03381818181818183,0.2900943396226414,0.6607142857142856,0-20,3
0,0.10363636363636367,0.3113207547169812,0.5178571428571428,0-20,3
0,0.017454545454545445,0.285377358490566,0.7142857142857142,0-20,3
0,0.07381818181818181,0.25943396226415094,0.5357142857142856,0-20,3
0,0.05018181818181819,0.2617924528301887,0.5892857142857142,0-20,3
0,0.07745454545454547,0.30188679245283023,0.5535714285714286,0-20,3
0,0.006181818181818177,0.2971698113207547,0.7678571428571428,0-20,3
0,0.03018181818181817,0.27122641509433965,0.6428571428571428,0-20,3
0,0.07709090909090907,0.2900943396226414,0.5535714285714286,0-20,3
0,0.022545454545454563,0.2971698113207547,0.6964285714285714,0-20,3
0,0.03854545454545452,0.2806603773584906,0.6428571428571428,0-20,3
0,0.0618181818181818,0.2924528301886793,0.5892857142857142,0-20,3
0,0.13745454545454547,0.30188679245283023,0.44642857142857145,0-20,3
0,0.11090909090909093,0.26650943396226423,0.46428571428571425,0-20,3
0,0.019272727272727247,0.2617924528301887,0.6785714285714286,0-20,3
0,0.06800000000000003,0.2570754716981133,0.5357142857142856,0-20,3
0,0.011272727272727268,0.30188679245283023,0.75,0-20,3
0,0.03636363636363635,0.2547169811320754,0.625,0-20,3
0,0.12872727272727272,0.3113207547169812,0.46428571428571425,0-20,3
0,0.07454545454545455,0.2971698113207547,0.5535714285714286,0-20,3
0,0.09418181818181812,0.285377358490566,0.49999999999999994,0-20,3
0,0.006181818181818177,0.23584905660377353,0.6964285714285714,0-20,3
0,0.1607272727272727,0.285377358490566,0.39285714285714285,0-20,3
0,0.11999999999999997,0.3089622641509434,0.48214285714285704,0-20,3
0,0.07236363636363632,0.2971698113207547,0.5714285714285714,0-20,3
0,0.01854545454545453,0.2570754716981133,0.6785714285714286,0-20,3
0,0.018181818181818188,0.27594339622641517,0.6964285714285714,0-20,3
0,0.07927272727272724,0.2806603773584906,0.5357142857142856,0-20,3
0,0.06399999999999997,0.24764150943396224,0.5357142857142856,0-20,3
0,0.14363636363636365,0.27122641509433965,0.41071428571428564,0-20,3
0,0.012727272727272726,0.2971698113207547,0.732142857142857,0-20,3
0,0.1130909090909091,0.3278301886792453,0.49999999999999994,0-20,3
0,0.08545454545454548,0.3089622641509434,0.5535714285714286,0-20,3
0,0.05600000000000002,0.2617924528301887,0.5714285714285714,0-20,3
0,0.12072727272727271,0.3443396226415094,0.49999999999999994,0-20,3
0,0.09309090909090909,0.2806603773584906,0.49999999999999994,0-20,3
0,0.060363636363636314,0.2900943396226414,0.5892857142857142,0-20,3
0,0.08836363636363634,0.3089622641509434,0.5357142857142856,0-20,3
0,0.037818181818181834,0.2735849056603773,0.625,0-20,3
0,0.03636363636363635,0.27594339622641517,0.6428571428571428,0-20,3
0,0.029454545454545428,0.26650943396226423,0.6428571428571428,0-20,3
0,0.041090909090909095,0.24292452830188682,0.5892857142857142,0-20,3
0,0.0490909090909091,0.2617924528301887,0.5892857142857142,0-20,3
0,0.04836363636363636,0.2617924528301887,0.5892857142857142,0-20,3
0,0.022545454545454563,0.24292452830188682,0.6428571428571428,0-20,3
0,0.1130909090909091,0.34905660377358483,0.5178571428571428,0-20,3
0,0.0490909090909091,0.2900943396226414,0.607142857142857,0-20,3
0,0.014181818181818184,0.27594339622641517,0.7142857142857142,0-20,3
0,0.034181818181818174,0.285377358490566,0.6607142857142856,0-20,3
0,0.08618181818181817,0.30188679245283023,0.5357142857142856,0-20,3
0,0.03127272727272726,0.25235849056603776,0.625,0-20,3
0,0.02509090909090908,0.3042452830188679,0.6964285714285714,0-20,3
0,0.09272727272727274,0.27122641509433965,0.49999999999999994,0-20,3
0,0.06327272727272723,0.2688679245283019,0.5535714285714286,0-20,3
0,0.029090909090909084,0.28301886792452835,0.6607142857142856,0-20,3
0,0.025454545454545424,0.2783018867924528,0.6785714285714286,0-20,3
0,0.001090909090909059,0.2735849056603773,0.75,0-20,3
0,0.09381818181818177,0.26650943396226423,0.49999999999999994,0-20,3
0,0.009090909090909096,0.24764150943396224,0.6964285714285714,0-20,3
0,0.008000000000000007,0.25943396226415094,0.7142857142857142,0-20,3
0,0.02509090909090908,0.2806603773584906,0.6785714285714286,0-20,3
0,0.059636363636363626,0.3042452830188679,0.607142857142857,0-20,3
0,0.07599999999999998,0.29952830188679236,0.5535714285714286,0-20,3
0,0.05236363636363636,0.25943396226415094,0.5714285714285714,0-20,3
0,0.10218181818181818,0.3136792452830188,0.5178571428571428,0-20,3
0,0.1047272727272727,0.25,0.46428571428571425,0-20,3
0,0.04327272727272727,0.3042452830188679,0.6428571428571428,0-20,3
0,0.03527272727272726,0.2617924528301887,0.625,0-20,3
0,0.08109090909090907,0.2688679245283019,0.5178571428571428,0-20,3
0,0.05745454545454545,0.2783018867924528,0.5892857142857142,0-20,3
0,0.1396363636363636,0.34198113207547165,0.46428571428571425,0-20,3
0,0.04072727272727275,0.2735849056603773,0.625,0-20,3
0,0.08254545454545456,0.2971698113207547,0.5357142857142856,0-20,3
0,0.08363636363636365,0.30660377358490565,0.5535714285714286,0-20,3
0,0.049454545454545445,0.26415094339622636,0.5892857142857142,0-20,3
0,0.005818181818181806,0.30660377358490565,0.7678571428571428,0-20,3
0,0.05890909090909094,0.2570754716981133,0.5535714285714286,0-20,3
0,0.15490909090909086,0.33018867924528306,0.44642857142857145,0-20,3
0,0.04036363636363635,0.27594339622641517,0.625,0-20,3
0,0.04181818181818178,0.26650943396226423,0.607142857142857,0-20,3
0,0.0658181818181818,0.2900943396226414,0.5714285714285714,0-20,3
0,0.05381818181818179,0.26415094339622636,0.5714285714285714,0-20,3
0,0.09527272727272726,0.285377358490566,0.49999999999999994,0-20,3
0,0.08327272727272725,0.3042452830188679,0.5535714285714286,0-20,3
0,0.10254545454545452,0.3136792452830188,0.5178571428571428,0-20,3
0,0.03672727272727275,0.2570754716981133,0.625,0-20,3
0,0.057818181818181796,0.3113207547169812,0.607142857142857,0-20,3
0,0.04727272727272727,0.3089622641509434,0.6428571428571428,0-20,3
0,0.08872727272727274,0.32311320754716977,0.5535714285714286,0-20,3
0,0.10581818181818178,0.3089622641509434,0.49999999999999994,0-20,3
0,0.04727272727272727,0.29952830188679236,0.625,0-20,3
0,0.10072727272727275,0.29952830188679236,0.49999999999999994,0-20,3
0,0.032,0.28301886792452835,0.6607142857142856,0-20,3
0,0.044363636363636355,0.2783018867924528,0.625,0-20,3
0,0.037818181818181834,0.2924528301886793,0.6428571428571428,0-20,3
0,0.08436363636363634,0.3136792452830188,0.5535714285714286,0-20,3
0,0.14872727272727268,0.3325471698113207,0.44642857142857145,0-20,3
0,0.06945454545454541,0.25943396226415094,0.5357142857142856,0-20,3
0,0.1476363636363636,0.3136792452830188,0.42857142857142855,0-20,3
0,0.050909090909090876,0.27594339622641517,0.607142857142857,0-20,3
0,0.036000000000000004,0.24764150943396224,0.607142857142857,0-20,3
0,0.0749090909090909,0.28773584905660377,0.5535714285714286,0-20,3
0,0.11163636363636362,0.30188679245283023,0.48214285714285704,0-20,3
0,0.11890909090909094,0.28773584905660377,0.46428571428571425,0-20,3
0,0.07636363636363638,0.2900943396226414,0.5535714285714286,0-20,3
0,0.01309090909090907,0.2570754716981133,0.6964285714285714,0-20,3
0,0.025454545454545424,0.2900943396226414,0.6785714285714286,0-20,3
0,0.08945454545454548,0.28301886792452835,0.5178571428571428,0-20,3
0,0.14036363636363638,0.33018867924528306,0.46428571428571425,0-20,3
0,0.11018181818181819,0.3136792452830188,0.49999999999999994,0-20,3
0,0.11418181818181819,0.3089622641509434,0.48214285714285704,0-20,3
0,0.12763636363636358,0.30660377358490565,0.46428571428571425,0-20,3
0,0.029454545454545428,0.3160377358490566,0.6964285714285714,0-20,3
0,0.04654545454545453,0.3136792452830188,0.6428571428571428,0-20,3
0,0.14509090909090908,0.3278301886792453,0.44642857142857145,0-20,3
0,0.06763636363636363,0.27594339622641517,0.5535714285714286,0-20,3
0,0.0069090909090908925,0.28773584905660377,0.75,0-20,3
0,0.023636363636363594,0.2806603773584906,0.6785714285714286,0-20,3
0,0.13818181818181816,0.3136792452830188,0.44642857142857145,0-20,3
0,0.00036363636363637153,0.28301886792452835,0.7678571428571428,0-20,3
0,0.02872727272727274,0.27122641509433965,0.6607142857142856,0-20,3
0,0.1269090909090909,0.28301886792452835,0.44642857142857145,0-20,3
0,0.03490909090909092,0.2900943396226414,0.6607142857142856,0-20,3
0,0.07672727272727273,0.3278301886792453,0.5892857142857142,0-20,3
0,0.10545454545454544,0.3042452830188679,0.49999999999999994,0-20,3
0,0.08109090909090907,0.26650943396226423,0.5178571428571428,0-20,3
0,0.050909090909090876,0.2806603773584906,0.607142857142857,0-20,3
0,0.05236363636363636,0.3042452830188679,0.625,0-20,3
0,0.018909090909090903,0.3042452830188679,0.7142857142857142,0-20,3
0,0.04218181818181818,0.24528301886792447,0.5892857142857142,0-20,3
0,0.036000000000000004,0.27594339622641517,0.6428571428571428,0-20,3
0,0.14654545454545456,0.28773584905660377,0.41071428571428564,0-20,3
0,0.018181818181818188,0.25943396226415094,0.6785714285714286,0-20,3
0,0.03163636363636366,0.2617924528301887,0.6428571428571428,0-20,3
0,0.06327272727272723,0.28773584905660377,0.5714285714285714,0-20,3
0,0.0996363636363636,0.29481132075471694,0.49999999999999994,0-20,3
0,0.08036363636363639,0.3089622641509434,0.5535714285714286,0-20,3
0,0.029454545454545428,0.2617924528301887,0.6428571428571428,0-20,3
0,0.049818181818181845,0.26415094339622636,0.5892857142857142,0-20,3
0,0.08036363636363639,0.2617924528301887,0.5178571428571428,0-20,3
0,0.06363636363636363,0.2382075471698113,0.5357142857142856,0-20,3
0,0.05854545454545454,0.2806603773584906,0.5892857142857142,0-20,3
0,0.06909090909090906,0.285377358490566,0.5535714285714286,0-20,3
0,0.0487272727272727,0.3042452830188679,0.625,0-20,3
0,0.07418181818181821,0.28773584905660377,0.5535714285714286,0-20,3
0,0.04400000000000001,0.2617924528301887,0.607142857142857,0-20,3
0,0.02327272727272725,0.2735849056603773,0.6785714285714286,0-20,3
0,0.008727272727272695,0.26415094339622636,0.7142857142857142,0-20,3
0,0.11963636363636362,0.2735849056603773,0.44642857142857145,0-20,3
0,0.05890909090909094,0.27594339622641517,0.5714285714285714,0-20,3
0,0.006545454545454549,0.32547169811320753,0.7857142857142856,0-20,3
0,0.07199999999999998,0.25235849056603776,0.5178571428571428,0-20,3
0,0.0025454545454545174,0.2735849056603773,0.75,0-20,3
0,0.13927272727272724,0.29952830188679236,0.44642857142857145,0-20,3
0,0.042545454545454525,0.3042452830188679,0.6428571428571428,0-20,3
0,0.039272727272727265,0.25,0.607142857142857,0-20,3
0,0.10036363636363635,0.32311320754716977,0.5357142857142856,0-20,3
0,0.06836363636363638,0.3113207547169812,0.5892857142857142,0-20,3
0,0.08981818181818182,0.28773584905660377,0.5178571428571428,0-20,3
0,0.11999999999999997,0.3443396226415094,0.49999999999999994,0-20,3
0,0.06363636363636363,0.24764150943396224,0.5357142857142856,0-20,3
0,0.03345454545454543,0.2547169811320754,0.625,0-20,3
0,0.03381818181818183,0.3089622641509434,0.6785714285714286,0-20,3
0,0.011272727272727268,0.28773584905660377,0.732142857142857,0-20,3
0,0.11418181818181819,0.32311320754716977,0.49999999999999994,0-20,3
0,0.13381818181818175,0.3207547169811321,0.46428571428571425,0-20,3
0,0.10727272727272727,0.3160377358490566,0.49999999999999994,0-20,3
0,0.092,0.2735849056603773,0.49999999999999994,0-20,3
0,0.05672727272727271,0.3136792452830188,0.625,0-20,3
0,0.13381818181818175,0.3443396226415094,0.48214285714285704,0-20,3
0,0.030909090909090914,0.285377358490566,0.6607142857142856,0-20,3
0,0.07672727272727273,0.3042452830188679,0.5535714285714286,0-20,3
0,0.024363636363636337,0.3042452830188679,0.7142857142857142,0-20,3
0,0.050909090909090876,0.2924528301886793,0.607142857142857,0-20,3
0,0.04036363636363635,0.3042452830188679,0.6607142857142856,0-20,3
0,0.06654545454545449,0.2735849056603773,0.5535714285714286,0-20,3
0,0.0829090909090909,0.2924528301886793,0.5357142857142856,0-20,3
0,0.04363636363636361,0.2971698113207547,0.6428571428571428,0-20,3
0,0.11927272727272728,0.3207547169811321,0.48214285714285704,0-20,3
0,0.16909090909090904,0.3349056603773586,0.41071428571428564,0-20,3
