CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size,Cluster
57,0.0,51,0.373735353258867,0.5,Healthcare,9,4,0
58,1.0,69,0.042111025719308956,0.46,Doctor,8,2,1
59,0.0,27,0.3000410582500763,0.51,Artist,1,3,0
60,1.0,53,0.46848516112731214,0.46,Lawyer,1,6,1
61,1.0,70,0.44216577005274404,0.56,Artist,0,2,1
62,1.0,19,0.263193910745681,0.55,Artist,9,2,1
63,0.0,67,0.263193910745681,0.52,Lawyer,0,3,0
64,0.0,54,0.25266615431585376,0.59,Lawyer,1,2,2
65,1.0,63,0.331624327539558,0.51,Lawyer,7,2,1
66,1.0,18,0.04737490393422258,0.59,Entertainment,0,2,1
67,0.0,43,0.01579163464474086,0.5,Doctor,0,2,0
68,0.0,68,0.4316380136229168,0.48,Artist,8,4,0
69,1.0,19,0.4263741354080032,0.59,Artist,0,4,1
70,0.0,32,0.5105961868466211,0.47000000000000003,Homemaker,2,2,0
71,1.0,70,0.4790129175571394,0.55,Healthcare,8,2,1
72,0.0,47,0.04737490393422258,0.42,Entertainment,8,2,0
73,0.0,60,0.23161064145619925,0.49,Artist,0,5,0
74,0.0,60,0.0526387821491362,0.56,Healthcare,8,4,2
75,1.0,59,0.46848516112731214,0.47000000000000003,Artist,0,4,1
76,1.0,26,0.25793003253076735,0.54,Homemaker,0,3,1
77,0.0,45,0.3526798403992125,0.53,Doctor,0,2,2
78,1.0,40,0.5211239432764483,0.48,Artist,4,3,1
79,0.0,23,0.5105961868466211,0.52,Engineer,2,2,2
80,0.0,49,0.5158600650615347,0.42,,1,1,0
81,1.0,57,0.2737216671755082,0.51,Healthcare,0,4,1
82,1.0,38,0.3210965711097308,0.55,Healthcare,6,3,1
83,1.0,67,0.6316653857896344,0.41000000000000003,Artist,8,1,1
84,0.0,46,0.17897185930706305,0.44,Entertainment,8,4,0
85,0.0,21,0.12633307715792688,0.5700000000000001,Marketing,1,3,2
86,1.0,48,0.1631802246623222,0.46,Healthcare,7,5,1
87,0.0,55,0.05790266036404981,0.58,Artist,0,3,2
88,0.0,22,0.2895133018202491,0.55,Artist,5,2,2
89,0.0,34,0.4000547443334351,0.6,Entertainment,7,3,2
90,0.0,50,0.2947771800351627,0.46,Doctor,0,2,0
91,0.0,68,0.2421383978860265,0.55,Entertainment,0,3,2
92,1.0,18,0.1894996157368903,0.41000000000000003,Artist,1,4,1
93,1.0,48,0.4632212829123985,0.49,Artist,1,2,1
94,0.0,40,0.1631802246623222,0.4,Entertainment,1,2,0
95,0.0,32,0.12633307715792688,0.42,Artist,0,1,0
96,1.0,24,0.4211102571930896,0.52,Artist,10,1,1
97,0.0,47,0.010527756429827239,0.47000000000000003,Artist,0,1,0
98,0.0,27,0.3526798403992125,0.5,Artist,0,2,0
99,1.0,48,0.3053049364649899,0.42,Doctor,1,2,1
100,1.0,20,0.4211102571930896,0.49,Engineer,3,3,1
101,0.0,23,0.3421520839693853,0.41000000000000003,Artist,0,4,0
102,0.0,49,0.021055512859654478,0.48,Executive,1,7,0
103,1.0,67,0.5158600650615347,0.59,Artist,0,3,1
104,1.0,26,0.2737216671755082,0.55,Executive,0,5,1
105,1.0,49,0.4526935264825713,0.56,Healthcare,10,2,1
106,0.0,21,0.4316380136229168,0.42,Doctor,1,2,0
107,0.0,66,0.22634676324128564,0.5,Homemaker,3,2,0
108,1.0,54,0.4105825007632623,0.46,Lawyer,1,1,1
109,1.0,68,0.06843041679387706,0.43,Healthcare,6,5,1
110,1.0,66,0.06843041679387706,0.48,Healthcare,9,3,1
111,1.0,65,0.17897185930706305,0.52,Entertainment,4,4,1
112,0.0,19,0.1315969553728405,0.54,Artist,0,1,2
113,0.0,38,0.373735353258867,0.42,Doctor,1,5,0
114,1.0,19,0.010527756429827239,0.46,Artist,1,1,1
115,0.0,18,0.5105961868466211,0.48,Executive,0,3,0
116,0.0,19,0.2684577889605946,0.5,Executive,8,4,0
117,0.0,63,0.04737490393422258,0.43,Lawyer,1,1,0
118,0.0,49,0.41584637897817595,0.59,Artist,0,2,2
119,0.0,51,0.44216577005274404,0.43,,2,7,0
120,0.0,50,0.4579574046974849,0.5700000000000001,Artist,1,2,2
121,1.0,27,0.1894996157368903,0.56,Executive,0,3,1
122,0.0,38,0.263193910745681,0.4,Executive,1,4,0
123,0.0,40,0.5105961868466211,0.58,Engineer,9,4,2
124,1.0,39,0.03158326928948172,0.91,Healthcare,1,3,1
125,0.0,23,0.06316653857896344,0.29,Entertainment,9,2,0
126,0.0,31,0.2421383978860265,0.77,Marketing,1,2,2
127,1.0,43,0.46848516112731214,0.35000000000000003,Engineer,0,7,1
128,1.0,40,0.021055512859654478,0.9500000000000001,Artist,0,2,1
129,1.0,59,0.20002737216671754,0.11,Engineer,0,2,1
130,1.0,38,0.33688820575447165,0.75,Entertainment,8,5,1
131,1.0,47,0.3474159621842989,0.09,Executive,9,5,1
132,1.0,39,0.1368608335877541,0.75,Lawyer,0,2,1
133,0.0,25,0.2158190068114584,0.34,Healthcare,6,4,0
134,0.0,31,0.2368745196711129,0.71,Artist,5,1,2
135,1.0,20,0.46848516112731214,0.05,Engineer,1,2,1
136,0.0,29,0.484276795772053,0.88,Executive,5,5,2
137,0.0,44,0.4000547443334351,0.07,Artist,5,2,0
138,1.0,32,0.4474296482676577,0.73,Artist,3,4,1
139,1.0,19,0.11580532072809963,0.1,Marketing,8,4,1
140,0.0,35,0.0789581732237043,0.72,Artist,4,4,2
141,0.0,57,0.16844410287723582,0.05,Engineer,0,2,0
142,1.0,32,0.3474159621842989,0.93,Artist,0,5,1
143,0.0,28,0.3263604493246444,0.4,Doctor,5,3,0
144,0.0,32,0.4474296482676577,0.87,Lawyer,1,2,2
145,1.0,25,0.373735353258867,0.12,Engineer,0,5,1
146,1.0,28,0.1368608335877541,0.97,Marketing,8,5,1
147,1.0,48,0.2737216671755082,0.36,Engineer,9,2,1
148,0.0,32,0.20002737216671754,0.74,Lawyer,1,1,2
149,0.0,34,0.2684577889605946,0.22,Healthcare,7,4,0
150,1.0,34,0.4737490393422258,0.9,Artist,6,3,1
151,1.0,43,0.1579163464474086,0.17,Lawyer,0,9,1
152,1.0,39,0.2158190068114584,0.88,Engineer,0,1,1
153,0.0,44,0.08948592965353153,0.2,Engineer,0,2,0
154,0.0,38,0.484276795772053,0.76,Artist,2,2,2
155,0.0,47,0.4211102571930896,0.16,Healthcare,0,4,0
156,0.0,27,0.0526387821491362,0.89,Marketing,8,4,2
157,1.0,37,0.08422205143861791,0.01,Executive,1,1,1
158,0.0,30,0.4579574046974849,0.78,Artist,3,4,2
159,1.0,34,0.3474159621842989,0.01,Lawyer,1,2,1
160,0.0,30,0.4526935264825713,0.73,Artist,3,3,2
161,0.0,56,0.04737490393422258,0.35000000000000003,Artist,1,1,0
162,0.0,29,0.263193910745681,0.8300000000000001,Healthcare,1,5,2
163,1.0,19,0.1842357375219767,0.05,Executive,0,5,1
164,0.0,31,0.3053049364649899,0.93,Healthcare,1,5,2
165,1.0,50,0.24740227610094012,0.26,Doctor,0,2,1
166,0.0,36,0.28424942360533545,0.75,Artist,5,3,2
167,1.0,42,0.41584637897817595,0.2,Homemaker,9,3,1
168,0.0,33,0.4369018918378304,0.9500000000000001,Artist,0,5,2
169,0.0,36,0.3000410582500763,0.27,Artist,0,3,0
170,1.0,32,0.0,0.63,Artist,2,2,1
171,1.0,40,0.36320759682903975,0.13,Artist,3,5,1
172,1.0,28,0.021055512859654478,0.75,Executive,0,2,1
173,1.0,36,0.41584637897817595,0.1,Lawyer,0,2,1
174,1.0,36,0.5211239432764483,0.92,Artist,5,2,1
175,0.0,52,0.1052775642982724,0.13,Lawyer,0,2,0
176,0.0,30,0.14738859001758134,0.86,Artist,3,4,2
177,1.0,58,0.15265246823249495,0.15,Engineer,11,1,1
178,1.0,27,0.2368745196711129,0.6900000000000001,Healthcare,2,6,1
179,1.0,59,0.4526935264825713,0.14,Healthcare,4,3,1
180,1.0,35,0.22108288502637202,0.9,Engineer,8,1,1
181,0.0,37,0.31056881467990355,0.32,Artist,7,2,0
182,0.0,32,0.3210965711097308,0.86,Entertainment,7,5,2
183,1.0,46,0.05790266036404981,0.15,Artist,7,1,1
184,0.0,29,0.3474159621842989,0.88,Artist,4,4,2
185,0.0,41,0.20529125038163115,0.39,Artist,1,1,0
186,1.0,30,0.3789992314737806,0.97,Artist,6,2,1
187,0.0,54,0.07369429500879067,0.24,Lawyer,1,2,0
188,1.0,28,0.23161064145619925,0.68,Doctor,5,3,1
189,0.0,41,0.4000547443334351,0.17,Engineer,8,2,0
190,0.0,36,0.5000684304167938,0.85,Artist,4,2,2
191,0.0,34,0.484276795772053,0.23,Artist,5,3,0
192,0.0,32,0.5158600650615347,0.6900000000000001,Artist,8,2,2
193,1.0,33,0.5053323086317075,0.08,Executive,9,2,1
194,0.0,38,0.2368745196711129,0.91,Artist,10,4,2
195,0.0,47,0.042111025719308956,0.16,Artist,7,2,0
196,0.0,35,0.2421383978860265,0.79,Executive,1,3,2
197,0.0,45,0.4105825007632623,0.28,Artist,0,2,0
198,1.0,32,0.021055512859654478,0.74,Artist,1,5,1
199,1.0,32,0.4263741354080032,0.18,Executive,1,2,1
200,1.0,30,0.17370798109214944,0.8300000000000001,Artist,4,2,1
201,0.0,21,0.2105551285965448,0.1,Healthcare,0,3,0
202,1.0,34,0.4474296482676577,0.16,Healthcare,9,3,1
203,0.0,16,0.3158326928948172,0.0,Engineer,6,8,0
204,0.0,76,0.3158326928948172,0.39,Healthcare,4,2,0
205,0.0,62,0.331624327539558,0.59,Entertainment,0,2,2
206,0.0,63,0.0526387821491362,0.52,Healthcare,8,3,0
207,0.0,19,0.2895133018202491,0.61,Healthcare,0,3,2
208,1.0,46,0.4895406739869666,0.12,Artist,2,1,1
209,0.0,48,0.0789581732237043,0.07,Doctor,0,2,0
210,0.0,80,0.20529125038163115,0.33,Engineer,9,4,0
211,0.0,1,0.3000410582500763,0.93,Engineer,1,2,2
212,0.0,0,0.11580532072809963,0.92,Artist,2,1,2
213,1.0,86,0.06316653857896344,0.7000000000000001,Marketing,2,4,1
214,1.0,49,0.263193910745681,0.8200000000000001,Lawyer,8,1,1
215,1.0,48,0.5000684304167938,0.68,Doctor,2,4,1
216,0.0,46,0.3474159621842989,0.7000000000000001,Healthcare,3,3,2
217,1.0,79,0.1052775642982724,0.4,Doctor,6,2,1
218,0.0,83,0.1842357375219767,0.99,Doctor,8,2,2
219,0.0,66,0.373735353258867,0.34,Executive,9,2,0
220,0.0,59,0.4000547443334351,0.61,,9,1,2
221,0.0,39,0.44216577005274404,0.33,Artist,5,3,0
222,0.0,95,0.3789992314737806,0.51,Engineer,4,2,0
223,1.0,43,0.17370798109214944,0.55,Artist,4,3,1
224,0.0,93,0.4895406739869666,0.37,Healthcare,1,5,0
225,0.0,40,0.4369018918378304,0.48,Homemaker,4,1,0
226,0.0,78,0.12106919894301325,0.08,Engineer,1,1,0
227,0.0,25,0.2105551285965448,0.77,Artist,5,4,2
228,1.0,76,0.46848516112731214,0.86,Healthcare,9,4,1
229,1.0,0,0.17370798109214944,0.64,Marketing,1,1,1
230,1.0,15,0.49480455220188024,0.3,Healthcare,7,2,1
231,0.0,6,0.4895406739869666,0.53,Lawyer,8,2,2
232,1.0,84,0.036847147504395335,0.28,Healthcare,0,4,1
233,0.0,67,0.09474980786844515,0.88,Lawyer,0,2,2
234,0.0,78,0.01579163464474086,0.14,Healthcare,0,4,0
235,0.0,4,0.44216577005274404,0.54,Artist,9,1,2
236,0.0,29,0.3263604493246444,0.34,Healthcare,0,4,0
237,1.0,91,0.04737490393422258,0.96,Healthcare,1,5,1
238,1.0,95,0.1894996157368903,0.35000000000000003,,0,4,1
239,1.0,55,0.19476349395180392,0.74,Lawyer,1,4,1
240,0.0,14,0.263193910745681,0.11,Artist,1,2,0
241,1.0,92,0.4369018918378304,0.16,Executive,1,5,1
242,0.0,65,0.41584637897817595,0.17,Artist,0,3,0
243,0.0,84,0.2105551285965448,0.14,Healthcare,1,4,0
244,0.0,77,0.24740227610094012,0.58,Artist,0,6,2
245,0.0,53,0.021055512859654478,0.2,Artist,0,4,0
246,0.0,28,0.20002737216671754,0.75,Entertainment,7,2,2
247,1.0,23,0.0,0.96,Doctor,1,3,1
248,0.0,32,0.036847147504395335,0.16,Artist,1,2,0
249,0.0,37,0.2158190068114584,0.02,Artist,1,2,0
250,0.0,89,0.3421520839693853,0.0,Engineer,0,5,0
251,1.0,80,0.1052775642982724,0.93,Engineer,1,3,1
252,0.0,27,0.23161064145619925,0.65,Doctor,8,1,2
253,0.0,78,0.01579163464474086,0.14,Artist,5,4,0
254,0.0,86,0.3789992314737806,0.13,Lawyer,7,3,0
255,0.0,46,0.14212471180266772,0.32,Engineer,4,4,0
256,1.0,59,0.4474296482676577,0.49,Lawyer,4,2,1
257,1.0,12,0.20002737216671754,0.18,Executive,10,1,1
258,1.0,79,0.3842631096886942,0.96,Homemaker,6,7,1
259,0.0,79,0.33688820575447165,0.64,Artist,2,3,2
260,1.0,26,0.1368608335877541,0.6,Executive,6,4,1
261,0.0,63,0.24740227610094012,0.16,Artist,2,3,0
262,0.0,52,0.1842357375219767,0.85,Doctor,2,6,2
263,0.0,32,0.1631802246623222,0.24,Lawyer,2,3,0
264,0.0,64,0.06843041679387706,0.38,Engineer,3,4,0
265,0.0,37,0.41584637897817595,0.1,Homemaker,1,7,0
266,1.0,7,0.4316380136229168,0.39,Entertainment,2,2,1
267,0.0,40,0.14738859001758134,0.68,Artist,1,1,2
268,0.0,78,0.1894996157368903,0.79,Artist,0,3,2
269,0.0,34,0.042111025719308956,0.76,Entertainment,6,6,2
270,0.0,52,0.4632212829123985,0.39,Artist,1,2,0
271,1.0,94,0.4790129175571394,0.36,Entertainment,0,4,1
272,0.0,1,0.06316653857896344,0.8200000000000001,Doctor,0,3,2
273,0.0,96,0.0052638782149136195,0.76,Entertainment,0,3,2
274,0.0,18,0.7527345847326476,0.99,Artist,0,2,2
275,0.0,37,0.09474980786844515,0.5700000000000001,Artist,1,2,2
276,1.0,78,0.3421520839693853,0.89,Lawyer,1,2,1
277,1.0,16,0.04737490393422258,0.88,Executive,7,4,1
278,1.0,93,0.5000684304167938,0.21,Artist,1,1,1
279,0.0,74,0.4105825007632623,0.12,Engineer,9,3,0
280,1.0,68,0.25266615431585376,0.73,Healthcare,3,3,1
281,0.0,32,0.331624327539558,0.87,Executive,1,4,2
282,0.0,43,0.4474296482676577,0.63,Marketing,1,2,2
283,0.0,52,0.22634676324128564,0.58,Artist,1,3,2
284,0.0,63,0.38952698790360785,0.2,Artist,1,2,0
285,0.0,33,0.3526798403992125,0.11,Healthcare,0,1,0
286,1.0,86,0.31056881467990355,0.4,Artist,0,1,1
287,0.0,85,0.7369429500879068,0.84,Entertainment,1,1,2
288,0.0,73,0.1631802246623222,0.47000000000000003,Healthcare,1,2,0
289,0.0,21,0.0263193910745681,0.91,Marketing,0,1,2
290,0.0,93,0.10001368608335877,0.58,Engineer,1,3,2
291,1.0,9,0.14212471180266772,0.62,Entertainment,7,1,1
292,0.0,10,0.3579437186141261,0.8,Doctor,6,3,2
293,1.0,11,0.20002737216671754,0.66,Artist,8,8,1
294,0.0,48,0.263193910745681,0.36,Engineer,6,4,0
295,0.0,73,0.4211102571930896,0.73,Entertainment,2,2,2
296,0.0,66,0.36320759682903975,0.43,Executive,9,3,0
297,0.0,79,0.1631802246623222,0.91,Engineer,3,3,2
298,1.0,62,0.4579574046974849,0.41000000000000003,Doctor,6,2,1
299,1.0,17,0.41584637897817595,0.16,Artist,1,3,1
300,1.0,32,0.16844410287723582,0.86,Entertainment,5,2,1
301,1.0,85,0.8095160390369208,1.0,Entertainment,3,3,1
302,1.0,31,0.5045479907776853,0.16,Healthcare,5,2,1
303,0.0,31,0.7633412993356985,0.73,Healthcare,6,3,2
304,0.0,38,0.7818912061650541,0.07,Healthcare,5,2,0
305,0.0,90,0.6175529282954509,0.21,Lawyer,1,2,0
306,0.0,65,0.9487772010906755,0.26,Marketing,6,2,0
307,0.0,63,0.8688136271279228,0.12,Artist,4,2,0
308,0.0,61,0.6342288944802973,0.14,Doctor,0,2,0
309,1.0,26,0.5935864907829492,0.8300000000000001,Engineer,8,4,1
310,0.0,17,0.8237337740954025,0.65,Engineer,1,4,2
311,1.0,56,0.5135544864034025,0.15,Executive,5,6,1
312,0.0,12,0.40795582553402043,0.3,Engineer,5,4,0
313,0.0,24,0.622727320580711,1.0,Lawyer,5,1,2
314,0.0,13,0.3383463000200027,0.09,Executive,9,4,0
315,1.0,12,0.28386516049564675,0.77,Doctor,2,3,1
316,1.0,72,0.49438870582290206,0.93,Lawyer,9,2,1
317,0.0,54,0.6950740627664838,0.08,Homemaker,4,4,0
318,1.0,45,0.9644319749018286,0.91,Artist,7,2,1
319,1.0,66,0.9629580890016528,0.44,Marketing,8,1,1
320,0.0,27,0.3593754934885826,0.56,Healthcare,8,4,2
321,1.0,36,0.3676345184077821,0.21,Engineer,10,2,1
322,1.0,5,0.363618179329803,0.6,Lawyer,13,1,1
323,0.0,89,0.5825376104098455,1.0,Healthcare,2,4,2
324,1.0,13,0.5025371892995883,0.9400000000000001,Doctor,6,1,1
325,0.0,91,0.5414477770642299,0.4,Artist,4,1,0
326,1.0,16,0.7029961994799288,0.07,Artist,3,1,1
327,0.0,63,0.3399886300230558,0.9,Engineer,7,1,2
328,1.0,52,0.8040837167191299,0.39,Engineer,4,2,1
329,0.0,37,0.48592438965332097,0.58,Healthcare,1,5,2
330,0.0,78,0.5207133607756851,0.02,Artist,2,3,0
331,1.0,24,0.8729931464305641,0.33,Engineer,0,4,1
332,0.0,4,0.4932938191542,0.62,Engineer,3,4,2
333,1.0,84,0.7245254613789255,0.67,Healthcare,0,5,1
334,1.0,0,0.914561992693737,0.96,Artist,0,4,1
335,0.0,67,0.611273121585059,0.58,Entertainment,10,2,2
336,0.0,32,0.5908492741111941,0.3,Healthcare,8,3,0
337,0.0,39,0.3652289260635666,0.75,Healthcare,1,5,2
338,0.0,68,0.4028393359091244,0.62,Healthcare,0,2,2
339,0.0,7,0.6516891785191657,0.28,Doctor,14,1,0
340,0.0,76,0.3594807710528809,0.55,Artist,8,2,2
341,0.0,84,0.9116247486498152,0.99,Artist,3,1,2
342,1.0,75,0.747649678377041,0.8200000000000001,Entertainment,1,4,1
343,1.0,22,0.568188278395991,0.61,Artist,0,1,1
344,0.0,90,0.7887395117226568,0.61,Engineer,1,1,2
345,0.0,4,0.7813227073178435,0.99,Healthcare,1,8,2
346,0.0,78,0.6664017181298493,0.84,Lawyer,0,3,2
347,0.0,58,0.30098855632876076,0.22,Healthcare,9,1,0
348,0.0,99,0.9707960036636591,0.41000000000000003,Artist,9,1,0
349,0.0,24,0.7952930401002242,0.39,Marketing,2,5,0
350,0.0,88,0.8743670186446566,0.98,Artist,13,4,2
351,0.0,92,0.3571541368818891,0.91,Artist,9,4,2
352,1.0,99,0.9127248991967322,0.04,Engineer,13,1,1
353,0.0,51,0.38059418657289945,0.98,Lawyer,7,1,2
354,1.0,23,0.9567625043426995,0.35000000000000003,Healthcare,14,3,1
355,0.0,13,0.7730426268857843,0.75,Doctor,9,1,2
356,1.0,22,0.9102456125575078,0.2,Engineer,6,1,1
357,0.0,89,0.6096149999473612,0.87,Homemaker,11,4,2
358,1.0,20,0.970259088085738,0.51,Marketing,13,5,1
359,0.0,72,0.354537989409077,0.19,Lawyer,9,3,0
360,1.0,17,0.8737985197974459,0.71,Healthcare,9,3,1
361,1.0,90,0.8680872119342646,0.18,Artist,8,3,1
362,1.0,99,0.3335403792097866,0.61,Entertainment,1,2,1
363,0.0,39,0.9598787202459284,0.73,Engineer,4,3,2
364,0.0,37,0.7819175255561287,0.56,Entertainment,1,2,2
365,1.0,46,0.33074525987766745,0.85,Artist,1,2,1
366,1.0,65,0.6349658374303851,0.72,Healthcare,0,2,1
367,0.0,60,0.6890311305757629,0.3,Artist,1,1,0
368,0.0,93,0.5428637603040416,0.74,Executive,12,3,2
369,1.0,72,0.5615557918451999,0.15,Healthcare,9,5,1
370,0.0,36,0.4598155537073494,0.25,Entertainment,1,5,0
371,1.0,52,0.46346342131028456,0.61,Artist,8,1,1
372,0.0,72,0.5167443966016402,0.49,Entertainment,1,2,0
373,0.0,28,0.9383652499815764,0.05,Lawyer,2,1,0
374,0.0,48,0.8802888816364344,0.92,Doctor,6,4,2
375,1.0,85,0.7394590838746354,0.43,Doctor,6,4,1
376,1.0,22,0.83851474412288,0.8300000000000001,Artist,8,1,1
377,0.0,30,0.7582248097108025,0.78,Doctor,1,1,2
378,1.0,46,0.3821259751334393,0.64,Artist,1,2,1
379,0.0,82,0.9490140756103467,0.77,Artist,2,2,2
380,0.0,73,0.8724035920704938,0.51,Entertainment,0,1,2
381,1.0,8,0.9233210860433533,0.02,Artist,5,1,1
382,1.0,90,0.369529514565151,0.08,Engineer,0,2,1
383,1.0,34,0.48166064829924093,0.26,Artist,0,6,1
384,0.0,10,0.971301335972291,0.43,Artist,0,2,0
385,0.0,79,0.7556823565329992,0.8300000000000001,Artist,1,3,2
386,1.0,83,0.6925895122490445,0.97,Artist,1,2,1
387,0.0,20,0.7954983313506059,0.18,Artist,15,3,0
388,0.0,25,0.3550327939612789,0.05,Artist,15,2,0
389,0.0,26,0.6182635518544642,0.08,Healthcare,16,2,0
390,0.0,18,0.45376209376019877,0.23,Doctor,13,1,0
391,0.0,7,0.7171033930958973,0.1,Artist,7,1,0
392,1.0,1,0.4692431595902597,0.01,Doctor,12,2,1
393,1.0,21,0.6270121174476507,0.3,Artist,17,4,1
394,0.0,86,0.860449324644425,0.31,Artist,9,4,0
395,0.0,75,0.7985092696895364,0.8200000000000001,Artist,15,1,2
396,1.0,78,0.9724278059102824,0.52,Lawyer,13,1,1
397,0.0,87,0.37067704001600216,0.6900000000000001,Homemaker,6,4,2
398,0.0,8,0.6269489509090718,0.41000000000000003,Entertainment,14,3,0
399,1.0,59,0.6893048522429385,0.28,Executive,5,3,1
400,1.0,13,0.7419436343920747,0.77,Artist,15,2,1
401,0.0,55,0.4331382189141672,0.35000000000000003,Engineer,16,1,0
402,0.0,50,0.4810605661827408,0.92,Healthcare,11,7,2
403,1.0,54,0.9809710802530872,0.9500000000000001,Doctor,13,2,1
404,1.0,13,0.9421762978091739,0.46,Doctor,14,3,1
405,1.0,79,0.8755671828776569,0.45,Engineer,5,5,1
406,0.0,65,0.6310810953077789,0.11,Artist,17,6,0
407,0.0,51,0.3519007864234053,0.73,Executive,15,3,2
408,1.0,18,0.5468958910166655,0.36,Executive,16,4,1
409,1.0,21,0.9883510375103961,0.87,Healthcare,2,3,1
410,1.0,37,0.5406897786012823,0.93,Healthcare,7,4,1
411,1.0,83,0.5403213071262383,0.8300000000000001,Entertainment,0,2,1
412,0.0,96,0.5978976070409635,0.31,Lawyer,0,4,0
413,0.0,65,0.4553728404939623,0.88,Artist,0,4,2
414,1.0,80,0.31108993862318,0.44,Marketing,1,7,1
415,0.0,75,0.711086780296251,0.05,Lawyer,1,5,0
416,0.0,87,0.583606177687473,0.78,Engineer,1,4,2
417,0.0,86,0.9878562329581942,0.12,Artist,0,1,0
418,0.0,36,0.6559529198732458,0.25,Artist,8,5,0
419,0.0,78,0.8763936117573984,0.4,Homemaker,9,7,0
420,0.0,62,0.909377072652047,0.6900000000000001,Entertainment,1,2,2
421,1.0,89,0.6444566098518745,0.19,Healthcare,1,1,1
422,0.0,56,0.9661322075652458,0.96,Entertainment,0,6,2
423,0.0,35,0.5078800256877257,0.34,Artist,5,4,0
424,1.0,33,0.5926442565824797,0.71,Artist,1,4,1
425,0.0,58,0.819438449472033,0.71,Entertainment,7,7,2
426,0.0,68,0.38345773632181246,0.93,Artist,1,2,2
427,1.0,38,0.3784570520176445,0.32,Entertainment,2,3,1
428,1.0,31,0.8342141556212955,0.5700000000000001,Doctor,1,5,1
429,1.0,90,0.46980639455925544,0.04,Entertainment,1,1,1
